cik,name,sic,sic_description,state,n_10k,n_8k,n_total_filings,tier,ticker,disrupted
0002079292,Insight Digital Partners II,6770,Blank Checks,E9,0,3,20,2,DYOR,0
0001826600,"Montauk Renewables, Inc.",4932,Gas & Other Services Combined,DE,5,54,163,2,MNTK,0
0000897269,"BLACKROCK MUNIVEST FUND II, INC.",0,,MD,0,5,474,2,MVT,0
0001574085,Braemar Hotels & Resorts Inc.,6798,Real Estate Investment Trusts,MD,9,387,1000,2,BHR,0
0000746514,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,6513,Operators of  Apartment Buildings,MA,26,58,491,2,NEN,0
0001875558,"Nuvectis Pharma, Inc.",2834,Pharmaceutical Preparations,DE,5,30,248,1,NVCT,0
0002087087,Black Spade Acquisition III Co,6770,Blank Checks,K3,0,3,24,2,BIII,0
0001163609,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,2070,Fats & Oils,,23,120,432,1,SDSYA,0
0001562823,Hot Chili Ltd,0,,C3,0,0,5,2,HHLKF,0
0002081532,Bluerock Acquisition Corp.,6770,Blank Checks,E9,0,4,24,2,BLRK,0
0000801961,MFS MUNICIPAL INCOME TRUST,0,,MA,0,1,499,2,MFM,0
0000723646,FRANKLIN FINANCIAL SERVICES CORP /PA/,6022,State Commercial Banks,PA,7,139,1002,2,FRAF,0
0001766478,"Angel Oak Mortgage REIT, Inc.",6500,Real Estate,MD,4,107,303,2,AOMR,0
0001616156,"WEWARDS, INC.",7370,"Services-Computer Programming, Data Processing, Etc.",NV,11,14,95,2,WEWA,0
0000883569,"Fossil Group, Inc.",3873,"Watches, Clocks, Clockwork Operated Devices/Parts",DE,14,150,1001,2,FOSL,0
0000887394,"BLACKROCK MUNIYIELD QUALITY FUND II, INC.",0,,NJ,0,5,489,2,MQT,0
0001855447,"TIGO ENERGY, INC.",3674,Semiconductors & Related Devices,DE,4,43,306,2,TYGO,0
0001814114,"Orchestra BioMed Holdings, Inc.",3841,Surgical & Medical Instruments & Apparatus,DE,5,40,356,2,OBIO,0
0001684693,Sol-Gel Technologies Ltd.,2834,Pharmaceutical Preparations,L3,0,0,289,1,SLGL,0
0001615063,"Inspired Entertainment, Inc.",7372,Services-Prepackaged Software,DE,10,150,660,2,INSE,0
0002046117,Magnitude International Ltd,1731,Electrical Work,E9,0,0,25,2,MAGH,0
0001371489,Information Services Group Inc.,8742,Services-Management Consulting Services,DE,19,150,875,2,III,0
0002033593,Stellar V Capital Corp. (Cayman Islands),6770,Blank Checks,E9,1,4,43,2,SVCC,0
0000809559,TCW STRATEGIC INCOME FUND INC,0,,MD,0,3,677,2,TSI,0
0000064472,GENCOR INDUSTRIES INC,3531,Construction Machinery & Equip,DE,26,165,858,1,GENC,0
0002085795,APEIRON ACQUISITION VEHICLE I,6770,Blank Checks,E9,0,0,2,2,APN,0
0001932770,Here Group Ltd,5945,"Retail-Hobby, Toy & Game Shops",E9,0,0,78,4,HERE,0
0000949858,"ACHIEVE LIFE SCIENCES, INC.",2835,In Vitro & In Vivo Diagnostic Substances,DE,17,204,1000,1,ACHV,0
0001759824,ALTA EQUIPMENT GROUP INC.,5084,Wholesale-Industrial Machinery & Equipment,DE,6,119,480,3,ALTG,0
0001328598,Invesco CurrencyShares Euro Trust,6221,Commodity Contracts Brokers & Dealers,NY,19,19,286,2,FXE,0
0000855950,POWER METALLIC MINES INC.,8880,American Depositary Receipts,A1,0,0,25,2,PNPNF,0
0000897421,NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND,0,,MA,0,5,495,2,NPV,0
0001825079,"Velo3D, Inc.",3559,"Special Industry Machinery, NEC",DE,5,85,601,1,VELO,0
0001378325,"CapsoVision, Inc",3845,Electromedical & Electrotherapeutic Apparatus,DE,0,9,85,2,CV,0
0001991413,Pulsar Helium Inc.,0,,A1,0,0,4,2,PSRHF,0
0000818033,"HERON THERAPEUTICS, INC. /DE/",2834,Pharmaceutical Preparations,DE,15,243,1000,1,HRTX,0
0002044255,Antalpha Platform Holding Co,6221,Commodity Contracts Brokers & Dealers,E9,0,0,40,2,ANTA,0
0000828803,Saba Capital Income & Opportunities Fund II,0,,FL,0,3,693,2,SABA,0
0000033992,"KINGSTONE COMPANIES, INC.",6331,"Fire, Marine & Casualty Insurance",DE,17,265,1001,2,KINS,0
0001878897,Douglas Elliman Inc.,6531,Real Estate Agents & Managers (For Others),DE,4,42,273,2,DOUG,0
0001114925,LANTRONIX INC,3576,Computer Communications Equipment,DE,15,176,1000,1,LTRX,0
0001842731,SIMILARWEB LTD.,7370,"Services-Computer Programming, Data Processing, Etc.",L3,0,0,150,2,SMWB,0
0002054272,1RT Acquisition Corp.,6770,Blank Checks,E9,0,3,40,2,ONCH,0
0001855474,AirJoule Technologies Corp.,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,DE,4,40,269,1,AIRJ,0
0001593984,MediWound Ltd.,2833,Medicinal Chemicals & Botanical Products,L3,0,0,365,1,MDWD,0
0001857190,Nyxoah SA,3841,Surgical & Medical Instruments & Apparatus,C9,0,0,158,2,NYXH,0
0001069533,RGC RESOURCES INC,4923,Natural Gas Transmisison & Distribution,VA,7,130,1000,2,RGCO,0
0002025947,Tantalus Systems Holding Inc.,0,,A1,0,0,1,2,TGMPF,0
0002008007,MaxsMaking Inc.,2390,Miscellaneous Fabricated Textile Products,D8,0,0,33,1,MAMK,0
0002099656,Helix Acquisition Corp. III,6770,Blank Checks,E9,0,2,19,2,HLXC,0
0001464790,"BRC Group Holdings, Inc.",6282,Investment Advice,DE,6,134,1007,2,RILY,0
0000015847,BUTLER NATIONAL CORP,7990,Services-Miscellaneous Amusement & Recreation,DE,30,312,832,2,BUKS,0
0001750149,"Inhibikase Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,5,57,324,1,IKT,0
0002013639,"FB Bancorp, Inc. /MD/",6036,"Savings Institutions, Not Federally Chartered",MD,1,11,84,2,FBLA,0
0000041091,GEORGIA POWER CO,4911,Electric Services,GA,30,288,1000,2,GPJA,0
0000704440,"KORU Medical Systems, Inc.",3841,Surgical & Medical Instruments & Apparatus,DE,16,128,911,2,KRMD,0
0001572334,Virginia National Bankshares Corp,6021,National Commercial Banks,VA,12,130,473,2,VABK,0
0001653087,"Alector, Inc.",2836,"Biological Products, (No Diagnostic Substances)",,7,74,556,1,ALEC,0
0001677703,CONDUENT Inc,7389,"Services-Business Services, NEC",NY,10,130,655,2,CNDT,0
0001803914,"Playboy, Inc.",5900,Retail-Miscellaneous Retail,DE,5,89,503,4,PLBY,0
0001866816,"SYNTEC OPTICS HOLDINGS, INC.",3827,Optical Instruments & Lenses,DE,4,36,175,2,OPTX,0
0001916416,Intelligent Group Ltd,8742,Services-Management Consulting Services,,0,0,83,2,INTJ,0
0000731122,MUNCY COLUMBIA FINANCIAL Corp,6022,State Commercial Banks,PA,14,89,457,2,CCFN,0
0001840199,Waldencast plc,2844,"Perfumes, Cosmetics & Other Toilet Preparations",,1,16,225,1,WALD,0
0001533924,Amplify Energy Corp.,1311,Crude Petroleum & Natural Gas,,13,180,982,2,AMPY,0
0000105319,"WW INTERNATIONAL, INC.",7200,Services-Personal Services,VA,10,122,1005,2,WW,1
0002070887,Crown Reserve Acquisition Corp. I,6770,Blank Checks,E9,0,2,41,2,CRAC,0
0001979414,"NEONC TECHNOLOGIES HOLDINGS, INC.",2834,Pharmaceutical Preparations,DE,0,26,128,1,NTHI,0
0001824893,"Surrozen, Inc./DE",2836,"Biological Products, (No Diagnostic Substances)",DE,5,53,443,1,SRZN,0
0001407583,Bunker Hill Mining Corp.,1000,Metal Mining,NV,17,150,357,2,BHLL,0
0001432133,KALTURA INC,7372,Services-Prepackaged Software,,4,37,308,2,KLTR,0
0001842952,Context Therapeutics Inc.,2834,Pharmaceutical Preparations,DE,4,43,274,1,CNTX,0
0001930147,"Sound Point Meridian Capital, Inc.",0,,DE,0,34,184,2,SPMC,0
0001768224,Arcturus Therapeutics Holdings Inc.,2834,Pharmaceutical Preparations,DE,6,95,390,1,ARCT,0
0001772921,OneWater Marine Inc.,5531,Retail-Auto & Home Supply Stores,DE,6,89,523,4,ONEW,0
0001779578,BGM Group Ltd.,2834,Pharmaceutical Preparations,E9,0,0,136,1,BGM,0
0001936804,SunCar Technology Group Inc.,7500,"Services-Automotive Repair, Services & Parking",E9,0,0,102,2,SDA,0
0001736730,Camp4 Therapeutics Corp,2834,Pharmaceutical Preparations,DE,1,16,139,1,CAMP,0
0001529628,"Smart Sand, Inc.",1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),DE,9,108,699,2,SND,0
0001778129,TerrAscend Corp.,100,Agricultural Production-Crops,A6,4,42,250,0,TSNDF,0
0001417802,"Voya Infrastructure, Industrials & Materials Fund",0,,DE,0,1,282,2,IDE,0
0002010959,AMBITIONS ENTERPRISE MANAGEMENT CO. L.L.C,7900,Services-Amusement & Recreation Services,C0,0,0,20,2,AHMA,0
0001084869,1 800 FLOWERS COM INC,5990,"Retail-Retail Stores, NEC",DE,13,113,1004,4,FLWS,0
0001683825,trivago N.V.,7374,Services-Computer Processing & Data Preparation,P7,0,0,272,2,TRVG,0
0002064307,ContextLogic Holdings Inc.,5961,Retail-Catalog & Mail-Order Houses,DE,0,7,34,4,LOGC,0
0001725033,X Financial,6199,Finance Services,E9,0,0,140,2,XYF,0
0001705843,"Cibus, Inc.",2870,Agricultural Chemicals,DE,8,132,674,1,CBUS,0
0002044635,Gesher Acquisition Corp. II,6770,Blank Checks,E9,0,5,43,2,GSHR,0
0000918251,MOTORCAR PARTS OF AMERICA INC,3714,Motor Vehicle Parts & Accessories,NY,13,115,1001,2,MPAA,0
0001093672,PEOPLES BANCORP OF NORTH CAROLINA INC,6022,State Commercial Banks,NC,20,145,1008,2,PEBK,0
0001622148,HIGHLAND GLOBAL ALLOCATION FUND,0,,,0,2,125,2,HGLB,0
0002060016,Agencia Comercial Spirits Ltd.,5180,"Wholesale-Beer, Wine & Distilled Alcoholic Beverages",F5,0,0,17,3,AGCC,0
0001922097,Lanvin Group Holdings Ltd,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,E9,0,0,134,1,LANV,0
0001674335,"JELD-WEN Holding, Inc.",2430,"Millwood, Veneer, Plywood, & Structural Wood Members",DE,10,113,700,1,JELD,0
0000884144,ASURE SOFTWARE INC,7373,Services-Computer Integrated Systems Design,DE,21,263,1001,2,ASUR,0
0001847409,High Tide Inc.,5990,"Retail-Retail Stores, NEC",A0,0,0,359,4,HITI,0
0002052547,EGH Acquisition Corp.,6770,Blank Checks,E9,0,8,40,2,EGHA,0
0001116463,ORASURE TECHNOLOGIES INC,3841,Surgical & Medical Instruments & Apparatus,DE,16,196,1000,2,OSUR,0
0001818382,"Humacyte, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,5,68,452,1,HUMA,0
0002041047,Dune Acquisition Corp II,6770,Blank Checks,E9,0,4,48,2,IPOD,0
0001273441,GRAN TIERRA ENERGY INC.,1311,Crude Petroleum & Natural Gas,DE,5,72,1000,2,GTE,0
0000880641,EAGLE FINANCIAL SERVICES INC,6022,State Commercial Banks,VA,14,133,1004,2,EFSI,0
0001722010,OP Bancorp,6022,State Commercial Banks,CA,7,59,396,2,OPBK,0
0000833040,FRANKLIN UNIVERSAL TRUST,0,,FL,0,0,423,2,FT,0
0001468327,"Rent the Runway, Inc.",5990,"Retail-Retail Stores, NEC",DE,4,39,702,4,RENT,0
0001488917,"Electromed, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,MN,16,137,557,2,ELMD,0
0001417663,"SANUWAVE Health, Inc.",3841,Surgical & Medical Instruments & Apparatus,NV,18,202,711,2,SNWV,0
0000706698,UTAH MEDICAL PRODUCTS INC,3841,Surgical & Medical Instruments & Apparatus,UT,30,208,823,2,UTMD,0
0002042460,Harvard Ave Acquisition Corp,6770,Blank Checks,E9,0,3,25,2,HAVA,0
0001859795,NOVONIX Ltd,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",C3,0,0,257,2,NVX,0
0001463972,Vuzix Corp,3663,Radio & Tv Broadcasting & Communications Equipment,DE,16,139,604,2,VUZI,0
0001089907,SWK Holdings Corp,6159,Miscellaneous Business Credit Institution,DE,21,270,1001,2,SWKH,0
0000831655,BARINGS PARTICIPATION INVESTORS,0,,MA,0,0,538,2,MPV,0
0001565381,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",0,,MD,0,0,293,2,DMB,0
0001119769,CERAGON NETWORKS LTD,3663,Radio & Tv Broadcasting & Communications Equipment,L3,0,0,700,2,CRNT,0
0001563696,Eaton Vance Municipal Income 2028 Term Trust,0,,MA,0,9,254,2,ETX,0
0001394056,"ONE STOP SYSTEMS, INC.",3571,Electronic Computers,,8,80,490,1,OSS,0
0000748691,KOREA FUND INC,0,,MD,0,6,755,2,KF,0
0000894671,OHIO VALLEY BANC CORP,6022,State Commercial Banks,OH,14,167,1010,2,OVBC,0
0001059213,BEXIL INVESTMENT TRUST,0,,DE,0,0,501,2,BXSY,0
0001061353,CREDIT SUISSE HIGH YIELD CREDIT FUND,0,,DE,0,6,590,2,DHY,0
0001086434,AUDIOCODES LTD,3661,Telephone & Telegraph Apparatus,L3,0,0,501,2,AUDC,0
0001641398,GD Culture Group Ltd,5050,Wholesale-Metals & Minerals (No Petroleum),NV,10,163,397,3,GDC,0
0001070680,CF BANKSHARES INC.,6021,National Commercial Banks,DE,18,257,1002,2,CFBK,0
0001683541,AURORA CANNABIS INC,2833,Medicinal Chemicals & Botanical Products,A1,0,0,381,1,ACB,0
0001476573,Aurion Resources Ltd.,0,,A1,0,0,8,2,AIRRF,0
0000886206,FRANKLIN COVEY CO,8741,Services-Management Services,UT,19,222,1005,2,FC,0
0001120970,Comstock Inc.,2860,Industrial Organic Chemicals,NV,18,286,862,1,LODE,0
0001400897,NXG Cushing Midstream Energy Fund,0,,DE,0,8,428,2,SRV,0
0000935419,"RCI HOSPITALITY HOLDINGS, INC.",5812,Retail-Eating  Places,TX,16,258,932,2,RICK,0
0001996493,Sucro Ltd,0,,E9,0,0,5,2,SUGRF,0
0001009829,JAKKS PACIFIC INC,3944,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)",DE,21,222,1001,2,JAKK,0
0001701758,Lovesac Co,5712,Retail-Furniture Stores,DE,7,66,554,4,LOVE,1
0001987363,Waton Financial Ltd,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",D8,0,0,31,2,WTF,0
0001605888,ATLANTIC INTERNATIONAL CORP.,7363,Services-Help Supply Services,DE,4,32,289,2,ATLN,0
0001998768,"Proficient Auto Logistics, Inc",4700,Transportation Services,DE,1,16,102,2,PAL,0
0001786286,Draganfly Inc.,3721,Aircraft,A1,0,0,346,2,DPRO,0
0002079933,TGE Value Creative Solutions Corp,6770,Blank Checks,E9,0,3,21,2,BEBE,0
0001690334,SEACOR Marine Holdings Inc.,4412,Deep Sea Foreign Transportation of  Freight,DE,8,112,529,2,SMHI,0
0000894242,"BLACKROCK INVESTMENT QUALITY MUNICIPAL TRUST, INC.",0,,MD,0,6,451,2,BKN,0
0001678130,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",0,,MD,0,0,293,2,OPP,0
0001413855,AIFU Inc.,6411,"Insurance Agents, Brokers & Service",E9,0,0,394,2,AIFU,0
0000858706,NEW GERMANY FUND INC,0,,MD,0,10,1001,2,GF,0
0001228509,WESTERN ASSET GLOBAL HIGH INCOME FUND INC.,0,,MD,0,22,538,2,EHI,0
0001058811,IMMERSION CORP,3577,"Computer Peripheral Equipment, NEC",DE,16,182,1007,1,IMMR,0
0001512762,"Coherus Oncology, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,11,188,884,1,CHRS,0
0001175596,AMARC RESOURCES LTD,1040,Gold and Silver Ores,,0,0,343,2,AXREF,0
0001254370,WESTERN ASSET INFLATION-LINKED INCOME FUND,0,,MA,0,5,568,2,WIA,0
0002059033,FIGX Capital Acquisition Corp.,6770,Blank Checks,E9,0,4,35,2,FIGX,0
0001776661,Advantage Solutions Inc.,7389,"Services-Business Services, NEC",,6,75,431,2,ADV,1
0001835654,Innoviz Technologies Ltd.,3714,Motor Vehicle Parts & Accessories,L3,0,0,170,2,INVZ,0
0001452477,Seven Hills Realty Trust,6798,Real Estate Investment Trusts,MD,5,56,658,2,SEVN,0
0001816431,Quantum-Si Inc,3829,"Measuring & Controlling Devices, NEC",DE,5,84,409,2,QSI,0
0002084563,Leapfrog Acquisition Corp,6770,Blank Checks,E9,0,3,21,2,LFAC,0
0000895528,Invesco Pennsylvania Value Municipal Income Trust,0,,PA,0,0,566,2,VPV,0
0002031688,Rich Sparkle Holdings Ltd,7380,Services-Miscellaneous Business Services,,0,0,31,2,ANPA,0
0001937987,"Falcon's Beyond Global, Inc.",7990,Services-Miscellaneous Amusement & Recreation,DE,2,41,239,2,FBYD,0
0001482436,SILVER X MINING CORP.,0,,A1,0,0,19,2,AGXPF,0
0001952976,Net Lease Office Properties,6798,Real Estate Investment Trusts,MD,2,14,89,2,NLOP,0
0002073553,AI Infrastructure Acquisition Corp.,6770,Blank Checks,E9,0,3,23,2,AIIA,0
0000104894,Elme Communities,6798,Real Estate Investment Trusts,MD,15,159,1000,2,ELME,0
0001430306,Tonix Pharmaceuticals Holding Corp.,2834,Pharmaceutical Preparations,NV,9,523,1000,1,TNXP,0
0001625641,"CS Disco, Inc.",7372,Services-Prepackaged Software,DE,4,38,370,2,LAW,0
0000909494,TUCOWS INC /PA/,7374,Services-Computer Processing & Data Preparation,PA,15,133,1000,2,TCX,0
0001261166,NEUBERGER REAL ESTATE SECURITIES INCOME FUND INC,0,,,0,0,474,2,NRO,0
0000778164,"Alto Ingredients, Inc.",2860,Industrial Organic Chemicals,DE,16,200,1001,1,ALTO,0
0000033488,ESCALADE INC,3949,"Sporting & Athletic Goods, NEC",IN,18,182,1006,2,ESCA,0
0001137547,UNITED SECURITY BANCSHARES,6021,National Commercial Banks,CA,19,163,1001,2,UBFO,0
0001807046,"Belpointe PREP, LLC",6500,Real Estate,DE,4,27,213,2,OZ,0
0001754068,"Kalaris Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,5,62,652,1,KLRS,0
0002012219,OMS Energy Technologies Inc.,3533,Oil & Gas Field Machinery & Equipment,,0,0,44,1,OMSE,0
0001560672,Ellington Credit Co,6798,Real Estate Investment Trusts,DE,13,184,560,2,EARN,0
0001075736,"Crexendo, Inc.",4813,Telephone Communications (No Radiotelephone),DE,10,114,1004,2,CXDO,0
0001600641,"1stdibs.com, Inc.",5961,Retail-Catalog & Mail-Order Houses,DE,4,35,453,4,DIBS,0
0001544400,NFiniTi inc.,1382,Oil & Gas Field Exploration Services,NV,10,13,110,2,NFTN,0
0001016838,RADCOM LTD,3577,"Computer Peripheral Equipment, NEC",L3,0,0,458,1,RDCM,0
0002076163,"ProCap Financial, Inc.",6199,Finance Services,DE,1,6,130,2,BRR,0
0001289340,"Stereotaxis, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,DE,15,182,1014,2,STXS,0
0001872061,Volt Lithium Corp.,0,,A0,0,0,3,2,VLTLF,0
0001526475,NICOLA MINING INC.,1000,Metal Mining,A1,0,0,9,2,HUSIF,0
0001872529,MDxHealth SA,8071,Services-Medical Laboratories,C9,0,0,140,2,MDXH,0
0001482541,CEA Industries Inc.,700,Agricultural Services,NV,15,166,520,0,BNC,0
0002032379,Willow Lane Acquisition Corp.,6770,Blank Checks,E9,2,10,72,2,WLAC,0
0000075252,ACCENDRA HEALTH INC/VA/,5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",VA,10,145,1001,3,ACH,0
0001811931,Apollo Silver Corp,0,,A1,0,0,8,2,APGOF,0
0000827187,Sleep Number Corp,2510,Household Furniture,MN,11,140,1001,1,SNBR,0
0001245648,FLAHERTY & CRUMRINE TOTAL RETURN FUND INC,0,,MD,0,6,384,2,FLC,0
0000862861,ALT5 Sigma Corp,6221,Commodity Contracts Brokers & Dealers,NV,27,321,881,2,ALTS,0
0001059142,Greystone Housing Impact Investors LP,6199,Finance Services,DE,17,346,1002,2,GHI,0
0001384831,PPX Mining Corp.,0,,A1,0,0,11,2,SNNGF,0
0001662579,"C4 Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,5,66,497,1,CCCC,0
0001620737,ORGANIGRAM GLOBAL INC.,2834,Pharmaceutical Preparations,Z4,0,0,302,1,OGI,0
0001396536,"DUOS TECHNOLOGIES GROUP, INC.",7372,Services-Prepackaged Software,FL,17,157,662,2,DUOT,0
0000355948,"RICHARDSON ELECTRONICS, LTD.",5065,"Wholesale-Electronic Parts & Equipment, NEC",DE,21,121,1000,3,RELL,0
0001776909,CuriosityStream Inc.,7812,Services-Motion Picture & Video Tape Production,DE,6,63,592,2,CURI,0
0001081834,Kuber Resources Corp,4832,Radio Broadcasting Stations,NV,11,55,328,2,KUBR,0
0002098712,GigCapital9 Corp.,6770,Blank Checks,E9,0,3,20,2,GIX,0
0001640266,"Voyager Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,10,105,635,1,VYGR,0
0000889609,"CONSUMER PORTFOLIO SERVICES, INC.",6199,Finance Services,CA,12,175,1000,2,CPSS,0
0001057861,BNY MELLON HIGH YIELD STRATEGIES FUND,0,,MA,0,2,507,2,DHF,0
0001380106,"RAPID MICRO BIOSYSTEMS, INC.",3826,Laboratory Analytical Instruments,DE,4,41,285,2,RPID,0
0001902314,"M-tron Industries, Inc.",3679,"Electronic Components, NEC",DE,3,44,224,2,MPTI,0
0001099668,"FIRST OTTAWA BANCSHARES, INC.",6022,State Commercial Banks,DE,12,66,327,2,FOTB,0
0001979408,STLLR Gold Inc.,0,,A6,0,0,2,2,STLRF,0
0001850119,"Century Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,4,65,376,1,IPSC,0
0001397616,SOUTHERN SILVER EXPLORATION CORP,0,,A1,0,0,29,2,SSVFF,0
0000799850,AMERICAS CARMART INC,5500,Retail-Auto Dealers & Gasoline Stations,TX,20,175,1001,4,CRMT,0
0000066901,"ENTERGY MISSISSIPPI, LLC",4911,Electric Services,TX,32,160,478,2,EMP,0
0001706946,"Virgin Galactic Holdings, Inc",4700,Transportation Services,,8,87,624,2,SPCE,0
0000718413,COMMUNITY BANCORP /VT,6021,National Commercial Banks,VT,22,251,1005,2,CMTV,0
0001275158,NOODLES & Co,5812,Retail-Eating  Places,,12,144,795,2,NDLS,0
0001133416,GALECTIN THERAPEUTICS INC,2834,Pharmaceutical Preparations,NV,14,240,1001,1,GALT,0
0001562463,First Internet Bancorp,6022,State Commercial Banks,IN,13,199,677,2,INBK,0
0001496443,"Paysign, Inc.",7389,"Services-Business Services, NEC",NV,15,93,449,2,PAYS,0
0002023153,HomesToLife Ltd,5712,Retail-Furniture Stores,,0,0,42,4,HTLM,0
0000071508,"ENTERGY NEW ORLEANS, LLC",4931,Electric & Other Services Combined,TX,32,189,416,2,ENJ,0
0001819404,Nerdy Inc.,8200,Services-Educational Services,DE,5,40,485,2,NRDY,0
0001858724,BingEx Ltd,4210,Trucking & Courier Services (No Air),E9,0,0,43,2,FLX,0
0001629210,Paramount Gold Nevada Corp.,1000,Metal Mining,NV,11,62,383,2,PZG,0
0001723069,Tiziana Life Sciences Ltd,2834,Pharmaceutical Preparations,D0,0,0,455,1,TLSA,0
0001833214,"SAB Biotherapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,5,73,394,1,SABS,0
0001478454,"Eagle Bancorp Montana, Inc.",6022,State Commercial Banks,DE,16,165,778,2,EBMT,0
0001838987,SunPower Inc.,1700,Construction - Special Trade Contractors,DE,4,93,373,2,SPWR,1
0001745114,MOLECULAR PARTNERS AG,2836,"Biological Products, (No Diagnostic Substances)",V8,0,0,107,1,MOLN,0
0001367859,Citizens Community Bancorp Inc.,6035,"Savings Institution, Federally Chartered",MD,19,238,988,2,CZWI,0
0001597835,Cheetah Mobile Inc.,7372,Services-Prepackaged Software,E9,0,0,198,2,CMCM,0
0001302387,"BV Financial, Inc.",6035,"Savings Institution, Federally Chartered",MD,4,52,274,2,BVFL,0
0000005094,Invesco Bond Fund,0,,DE,0,0,585,2,VBF,0
0001605301,"CB Financial Services, Inc.",6022,State Commercial Banks,,11,141,603,2,CBFV,0
0001420520,Atomera Inc,3674,Semiconductors & Related Devices,DE,9,75,469,2,ATOM,0
0001965052,Marblegate Capital Corp,6199,Finance Services,DE,1,6,71,2,MGTE,0
0001616885,Revival Gold Inc.,0,,Z4,0,0,6,2,RVLGF,0
0001070296,FIRST CAPITAL INC,6035,"Savings Institution, Federally Chartered",IN,23,184,742,2,FCAP,0
0001799011,Lucid Diagnostics Inc.,3841,Surgical & Medical Instruments & Apparatus,DE,4,62,244,2,LUCD,0
0000714256,Sanara MedTech Inc.,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",TX,19,172,672,2,SMTI,0
0000034067,DMC Global Inc.,3390,Miscellaneous Primary Metal Products,CO,19,189,1005,1,BOOM,0
0002022059,"Silver Mountain Resources, Inc.",0,,Z4,0,0,3,2,AGMRF,0
0001845437,NET Power Inc.,3620,Electrical Industrial Apparatus,NC,4,33,304,2,NPWR,0
0001967397,LZ Technology Holdings Ltd,7371,Services-Computer Programming Services,E9,0,0,44,2,LZMH,0
0001041934,EDAP TMS SA,3845,Electromedical & Electrotherapeutic Apparatus,,0,2,451,2,EDAP,0
0002006468,NUSATRIP Inc,4700,Transportation Services,,0,6,72,2,NUTR,0
0000924719,SMITH MIDLAND CORP,3272,"Concrete Products, Except Block & Brick",DE,18,140,580,1,SMID,0
0001337298,FutureFuel Corp.,2860,Industrial Organic Chemicals,DE,18,226,809,1,FF,0
0001838162,Slam Corp.,4899,"Communications Services, NEC",E9,4,45,201,2,SLAMF,0
0001628063,Seritage Growth Properties,6500,Real Estate,MD,10,170,662,2,SRG,0
0002047177,Chenghe Acquisition III Co.,6770,Blank Checks,E9,0,3,38,2,CHEC,0
0000883265,Invesco Trust for Investment Grade New York Municipals,0,,MA,0,0,572,2,VTN,0
0000720500,AMTECH SYSTEMS INC,3559,"Special Industry Machinery, NEC",AZ,25,160,942,1,ASYS,0
0001453687,"Cartesian Therapeutics, Inc.",2834,Pharmaceutical Preparations,DE,9,164,850,1,RNAC,0
0001486298,Blackstone Senior Floating Rate 2027 Term Fund,0,,,0,3,315,2,BSL,0
0002007599,"Robot Consulting Co., Ltd.",7370,"Services-Computer Programming, Data Processing, Etc.",M0,0,0,47,2,LAWR,0
0001140411,PIMCO CALIFORNIA MUNICIPAL INCOME FUND,0,,MA,0,9,584,2,PCQ,0
0001762417,DouYu International Holdings Ltd,7370,"Services-Computer Programming, Data Processing, Etc.",E9,0,0,131,2,DOYU,0
0001501103,Virtus Stone Harbor Emerging Markets Income Fund,0,,MA,0,0,348,2,EDF,0
0001400118,Sagimet Biosciences Inc.,2834,Pharmaceutical Preparations,DE,2,39,215,1,SGMT,0
0001946573,Nakamoto Inc.,6199,Finance Services,DE,1,34,182,2,NAKA,0
0000786298,FORESIGHT FINANCIAL GROUP INC,6022,State Commercial Banks,IL,0,0,9,2,FGFH,0
0001001500,LARAMIDE RESOURCES LTD,0,,Z4,0,0,6,2,LMRXF,0
0001751783,"Rhinebeck Bancorp, Inc.",6036,"Savings Institutions, Not Federally Chartered",MD,7,61,251,2,RBKB,0
0001503802,Karyopharm Therapeutics Inc.,2834,Pharmaceutical Preparations,DE,12,173,1000,1,KPTI,0
0000033533,ESPEY MFG & ELECTRONICS CORP,3679,"Electronic Components, NEC",NY,24,104,1000,2,ESP,0
